orgao,ano,mes,procinfo.cmd,status
NA,2018,8,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""08"" --env YEAR=""2018"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2018,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2018"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2018,10,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""10"" --env YEAR=""2018"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2018,11,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""11"" --env YEAR=""2018"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,1,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""01"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,2,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""02"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,3,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""03"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,4,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""04"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,5,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""05"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2019,6,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""06"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,4,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2020"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""04"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,5,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""05"" --env YEAR=""2020"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,6,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""06"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,7,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""07"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,8,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""08"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,10,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2020"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""10"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2020,11,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""11"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-mpsc:main",1
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env SWIFT_DOMAIN=""Geral"" --env YEAR=""2018"" --env SWIFT_CONTAINER=""dadosjusbr"" --env MONGODB_DBNAME=""heroku_798622w0"" --env SWIFT_APIKEY=""dadosjus123"" --env SWIFT_AUTHURL=""https://cloud5.lsd.ufcg.edu.br:5000/v3"" --env MONGODB_MICOL=""miProto"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""01"" --env MONGODB_URI=""mongodb+srv://dadosjusbr:dadosjus123@cluster-798622w0.dryls.mongodb.net/heroku_798622w0?retryWrites=true&w=majority"" --env MONGODB_AGCOL=""agProto"" --env SWIFT_USERNAME=""joeberth"" ghcr.io/dadosjusbr/armazenador:main",2
NA,2018,3,"docker run -i -v dadosjusbr:/output --rm --env MONGODB_URI=""mongodb+srv://dadosjusbr:dadosjus123@cluster-798622w0.dryls.mongodb.net/heroku_798622w0?retryWrites=true&w=majority"" --env MONGODB_DBNAME=""heroku_798622w0"" --env MONGODB_AGCOL=""agProto"" --env SWIFT_CONTAINER=""dadosjusbr"" --env MONTH=""03"" --env SWIFT_AUTHURL=""https://cloud5.lsd.ufcg.edu.br:5000/v3"" --env MONGODB_MICOL=""miProto"" --env SWIFT_USERNAME=""joeberth"" --env SWIFT_APIKEY=""dadosjus123"" --env SWIFT_DOMAIN=""Geral"" --env OUTPUT_FOLDER=""/output"" --env YEAR=""2018"" ghcr.io/dadosjusbr/armazenador:main",2
NA,2018,9,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" parser-mpsc",1
NA,2018,10,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""10"" --env YEAR=""2018"" parser-mpsc",1
NA,2019,1,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""01"" --env YEAR=""2019"" parser-mpsc",1
NA,2019,2,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""02"" --env YEAR=""2019"" parser-mpsc",1
NA,2019,3,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""03"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" parser-mpsc",1
NA,2019,4,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""04"" --env YEAR=""2019"" parser-mpsc",1
NA,2020,4,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""04"" --env YEAR=""2020"" --env OUTPUT_FOLDER=""/output"" parser-mpsc",1
NA,2020,5,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""05"" --env YEAR=""2020"" parser-mpsc",1
NA,2020,6,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2020"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""06"" parser-mpsc",1
NA,2020,7,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""07"" --env YEAR=""2020"" parser-mpsc",1
NA,2020,8,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""08"" --env YEAR=""2020"" parser-mpsc",1
NA,2020,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2020"" parser-mpsc",1
NA,2021,12,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""12"" --env YEAR=""2021"" ghcr.io/dadosjusbr/coletor-mpmt:main",1
NA,2021,12,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2021"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""12"" ghcr.io/dadosjusbr/coletor-mpmg:main",5
NA,2021,12,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""12"" --env YEAR=""2021"" ghcr.io/dadosjusbr/coletor-mpmg:main",5
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2021"" ghcr.io/dadosjusbr/validador:main",7
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2021"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""09"" --env YEAR=""2021"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2021"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2021"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""09"" --env YEAR=""2021"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2021"" ghcr.io/dadosjusbr/coletor-mpgo:main",4
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mppi:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mppi:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mppi:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mppi:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mppb:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mpal:main,1
NA,2021,11,docker pull ghcr.io/dadosjusbr/coletor-mpal:main,1
NA,2021,12,docker pull ghcr.io/dadosjusbr/coletor-mpal:main,1
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""01"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,2,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""02"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,3,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""03"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,4,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""04"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,5,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""05"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,6,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""06"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,7,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""07"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,8,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""08"" --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,9,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,10,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""10"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,11,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""11"" --env YEAR=""2018"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2018,12,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""12"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,1,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""01"" --env YEAR=""2019"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,2,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""02"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,3,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""03"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,4,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""04"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,5,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""05"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,6,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""06"" --env YEAR=""2019"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,7,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""07"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,8,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""08"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,9,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""09"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,10,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""10"" --env YEAR=""2019"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,11,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""11"" --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2019,12,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2019"" --env OUTPUT_FOLDER=""/output"" --env MONTH=""12"" ghcr.io/dadosjusbr/coletor-mpam:main",1
NA,2020,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2020"" ghcr.io/dadosjusbr/coletor-mpse:main",1
NA,2020,9,"docker run -i -v dadosjusbr:/output --rm --env OUTPUT_FOLDER=""/output"" --env MONTH=""09"" --env YEAR=""2020"" ghcr.io/dadosjusbr/coletor-mpse:main",1
NA,2018,3,docker pull ghcr.io/dadosjusbr/armazenador:main,1
NA,2021,6,docker pull ghcr.io/dadosjusbr/armazenador:main,1
tjrn,2021,12,"docker run -i -v coleta_tjrn_2021:/home/danielfireman/repos/dadosjusbr/cnj-exec/tjrn_2021/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/danielfireman/repos/dadosjusbr/cnj-exec/tjrn_2021/output"" --env MONTH=""12"" --env YEAR=""2021"" --env COURT=""TJRN"" --env AID=""TJRN"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
